Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,returns,Sales,Quantity,Discount,Profit
CA-2014-121664,06-05-2022,10-05-2022,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,NO,140.736,8,0.2,52.776
CA-2016-122133,16-05-2024,23-05-2024,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,6457,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",NO,552.56,4,0,0
US-2017-123281,02-04-2025,07-04-2025,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,NO,25.11,3,0,6.5286
CA-2017-100524,31-03-2025,02-04-2025,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,NO,29.78,2,0,8.0406
CA-2017-100524,31-03-2025,02-04-2025,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,NO,677.58,3,0,176.1708
CA-2017-100524,31-03-2025,02-04-2025,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",NO,75.04,8,0,36.0192
CA-2017-113481,02-01-2025,04-01-2025,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,NO,695.7,2,0.5,-27.828
CA-2017-113481,02-01-2025,04-01-2025,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",NO,15.66,5,0.7,-12.528
CA-2017-113481,02-01-2025,04-01-2025,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,NO,28.854,6,0.7,-21.1596
CA-2015-131758,28-05-2023,01-06-2023,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520,East,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,NO,47.82,3,0,14.346
CA-2015-131758,28-05-2023,01-06-2023,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520,East,OFF-LA-10000262,Office Supplies,Labels,Avery 494,NO,13.05,5,0,6.003
CA-2014-118339,17-03-2022,24-03-2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,NO,93.78,2,0,36.5742
CA-2014-118339,17-03-2022,24-03-2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",NO,47.18,7,0,23.59
CA-2014-118339,17-03-2022,24-03-2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,NO,19.68,6,0,5.7072
CA-2014-118339,17-03-2022,24-03-2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,NO,53.4,10,0,25.098
CA-2014-118339,17-03-2022,24-03-2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,NO,35.88,6,0,17.2224
CA-2014-153976,03-10-2022,08-10-2022,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",NO,258.279,3,0.3,-70.1043
CA-2016-162901,28-03-2024,31-03-2024,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,NO,31.4,2,0,7.85
CA-2017-162978,04-05-2025,09-05-2025,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003092,Technology,Phones,Motorola L804,NO,183.96,5,0.2,20.6955
CA-2017-162978,04-05-2025,09-05-2025,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,NO,17.61,3,0,8.4528
CA-2017-162978,04-05-2025,09-05-2025,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,NO,300.904,1,0.2,11.2839
US-2014-160444,05-07-2022,05-07-2022,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",NO,220.776,3,0.2,-44.1552
US-2014-160444,05-07-2022,05-07-2022,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,NO,281.424,11,0.2,-35.178
CA-2016-145247,05-05-2024,07-05-2024,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,NO,79.14,3,0,36.4044
CA-2017-160045,26-04-2025,27-04-2025,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",NO,1.988,1,0.6,-1.4413
US-2014-151925,26-09-2022,01-10-2022,Second Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",NO,145.568,2,0.2,0
CA-2017-125199,19-10-2025,25-10-2025,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,NO,123.256,7,0.2,9.2442
CA-2017-125199,19-10-2025,25-10-2025,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",NO,23.68,4,0.2,7.4
CA-2017-125199,19-10-2025,25-10-2025,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,NO,309.576,4,0.4,-56.7556
US-2017-155425,10-11-2025,11-11-2025,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,NO,38.388,14,0.7,-25.592
US-2017-155425,10-11-2025,11-11-2025,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,NO,95.994,2,0.7,-63.996
US-2017-155425,10-11-2025,11-11-2025,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,NO,239.952,6,0.2,-35.9928
US-2017-155425,10-11-2025,11-11-2025,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,NO,201.584,2,0.2,15.1188
US-2017-155425,10-11-2025,11-11-2025,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,NO,899.136,4,0.2,-146.1096
CA-2017-133249,08-07-2025,11-07-2025,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Pico Rivera,California,90660,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",NO,145.9,5,0,62.737
US-2015-103471,24-12-2023,28-12-2023,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",NO,590.058,7,0.7,-786.744
US-2015-103471,24-12-2023,28-12-2023,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",NO,14.04,3,0.2,1.5795
CA-2017-136672,07-03-2025,12-03-2025,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,20735,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,NO,49.08,3,0,4.908
US-2014-157021,01-04-2022,06-04-2022,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,NO,29.6,2,0,14.8
US-2014-157021,01-04-2022,06-04-2022,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",NO,17.088,4,0.2,5.5536
CA-2015-120362,14-09-2023,19-09-2023,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Provo,Utah,84604,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",NO,912.75,5,0,118.6575
CA-2014-126361,04-08-2022,09-08-2022,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,Yes,1089.75,3,0,305.13
CA-2014-126361,04-08-2022,09-08-2022,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,Yes,447.84,8,0,219.4416
CA-2014-126361,04-08-2022,09-08-2022,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-AR-10000896,Office Supplies,Art,Newell 329,Yes,16.4,5,0,4.264
CA-2014-126361,04-08-2022,09-08-2022,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,Yes,399.96,5,0.2,34.9965
CA-2014-126361,04-08-2022,09-08-2022,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Yes,158.9,5,0,7.945
CA-2014-126361,04-08-2022,09-08-2022,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,Yes,13.184,1,0.2,4.7792
US-2016-100566,03-09-2024,09-09-2024,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",NO,83.952,3,0.6,-90.2484
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",NO,80.98,1,0,1.6196
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,NO,348.84,9,0,170.9316
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,NO,9.45,5,0,0.189
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",NO,18.84,3,0,7.1592
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",NO,239.98,2,0,52.7956
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,NO,167.96,2,0,78.9412
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,NO,104.85,3,0,28.3095
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,NO,484.83,3,0,126.0558
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",NO,122.97,3,0,60.2553
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",NO,154.44,3,0,1.5444
US-2016-108504,05-02-2024,05-02-2024,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,NO,342.37,7,0,160.9139
CA-2017-124828,03-07-2025,04-07-2025,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,NO,9.552,3,0.2,1.5522
US-2017-117247,09-10-2025,14-10-2025,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",NO,652.45,5,0.5,-430.617
US-2017-117247,09-10-2025,14-10-2025,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,NO,66.645,3,0.5,-42.6528
CA-2016-124485,24-11-2024,26-11-2024,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",NO,17.216,4,0.2,6.0256
CA-2016-124485,24-11-2024,26-11-2024,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,NO,11.56,2,0,5.6644
CA-2016-124485,24-11-2024,26-11-2024,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,NO,88.4,4,0,11.492
CA-2016-124485,24-11-2024,26-11-2024,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,NO,6.48,1,0,3.1104
CA-2016-159212,01-11-2024,05-11-2024,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Yes,21.8,2,0,6.104
CA-2016-159212,01-11-2024,05-11-2024,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,Yes,251.79,3,0,118.3413
US-2016-161396,19-04-2024,25-04-2024,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",NO,205.176,2,0.4,-58.1332
US-2016-161396,19-04-2024,25-04-2024,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,NO,419.4,5,0.2,146.79
US-2014-118486,06-04-2022,08-04-2022,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,NO,10.304,1,0.2,-2.1896
US-2014-118486,06-04-2022,08-04-2022,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,NO,154.764,3,0.4,-36.1116
US-2014-118486,06-04-2022,08-04-2022,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,NO,116.784,2,0.2,21.897
CA-2016-130407,02-09-2024,06-09-2024,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,NO,75.48,2,0,19.6248
CA-2016-130407,02-09-2024,06-09-2024,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,NO,39.98,2,0,9.995
US-2016-122245,25-09-2024,30-09-2024,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,NO,393.165,3,0.5,-204.4458
CA-2017-105144,04-11-2025,11-11-2025,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,75051,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,NO,23.68,2,0.2,8.88
CA-2016-136329,09-07-2024,13-07-2024,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,NO,408.006,2,0.1,72.5344
CA-2016-136329,09-07-2024,13-07-2024,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",NO,165.28,4,0,14.8752
CA-2014-146640,30-06-2022,05-07-2022,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,NO,334.768,7,0.2,108.7996
CA-2017-115994,28-01-2025,31-01-2025,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,Yes,239.97,3,0,26.3967
CA-2017-115994,28-01-2025,31-01-2025,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,West,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Yes,37.74,3,0,12.8316
CA-2015-126697,21-09-2023,24-09-2023,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,NO,946.344,7,0.2,118.293
CA-2015-126697,21-09-2023,24-09-2023,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,NO,151.2,3,0.2,32.13
CA-2015-126697,21-09-2023,24-09-2023,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,NO,4.928,4,0.6,-1.4784
CA-2015-124800,26-09-2023,30-09-2023,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,NO,86.272,4,0.2,31.2736
CA-2015-124800,26-09-2023,30-09-2023,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,NO,72.588,2,0.7,-48.392
CA-2015-124800,26-09-2023,30-09-2023,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,NO,60.672,2,0.2,14.4096
CA-2015-124800,26-09-2023,30-09-2023,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',NO,77.031,9,0.7,-59.0571
CA-2015-124800,26-09-2023,30-09-2023,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,NO,119.904,6,0.2,-1.4988
CA-2015-124800,26-09-2023,30-09-2023,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,NO,263.96,5,0.2,23.0965
CA-2015-124800,26-09-2023,30-09-2023,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,NO,363.648,4,0.2,-86.3664
US-2015-164448,31-10-2023,04-11-2023,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,NO,9.728,2,0.2,3.2832
US-2015-164448,31-10-2023,04-11-2023,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",NO,14.75,5,0,7.08
US-2015-164448,31-10-2023,04-11-2023,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",NO,29.8,5,0.2,9.3125
US-2015-164448,31-10-2023,04-11-2023,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",NO,427.42,14,0,196.6132
CA-2017-122700,26-11-2025,30-11-2025,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10003092,Technology,Phones,Motorola L804,NO,220.752,8,0.4,-40.4712
CA-2014-120768,19-12-2022,21-12-2022,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,NO,152.76,6,0,74.8524
CA-2014-120768,19-12-2022,21-12-2022,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,NO,7.27,1,0,1.9629
CA-2014-120768,19-12-2022,21-12-2022,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,NO,1819.86,14,0,163.7874
US-2016-153129,26-12-2024,30-12-2024,Standard Class,FP-14320,Frank Preis,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,NO,33.9,5,0,15.594
CA-2017-106852,20-06-2025,27-06-2025,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,NO,31.104,6,0.2,10.8864
CA-2017-106852,20-06-2025,27-06-2025,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,NO,5.248,2,0.2,0.5904
CA-2015-139731,15-10-2023,15-10-2023,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,Yes,263.88,3,0.2,42.8805
CA-2015-139731,15-10-2023,15-10-2023,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Yes,2453.43,5,0.3,-350.49
CA-2017-122735,12-04-2025,15-04-2025,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,NO,29.7,5,0,13.365
CA-2017-122735,12-04-2025,15-04-2025,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,NO,39.96,4,0,17.982
CA-2017-128160,19-12-2025,24-12-2025,Second Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,NO,36.672,2,0.2,11.46
CA-2017-117695,05-08-2025,08-08-2025,First Class,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",NO,13.76,2,0,6.3296
CA-2015-166135,01-10-2023,06-10-2023,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Aurora,Colorado,80013,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",NO,139.424,4,0.2,17.428
